codigo,descripcion_producto
7501055302840,FANTA NARANJA 12/1L
7501055303779,FANTA NARANJA 600ml
7501055300167,FANTA NARANJA LATA 355ml
7501055302819,FRESCA 12/1L
7501055303786,FRESCA TORONJA 600ml
7501055302000,FRESCA TORONJA LATA 355ml
7501055327300,FRUTAL AMEYAL 12/600ML FRESA KIWI
7501055327386,FRUTAL AMEYAL 12/600ML MANDARINA
744886395057,JARRITOS LIMON 8/2L
744886375059,JARRITOS MANDARINA 8/2L
744886298822,JARRITOS MANDARINA 24/600ML
744886308828,JARRITOS PIÑA 24/600ML
744886385058,JARRITOS PIÑA 8/2L
744886288823,JARRITOS SABOR LIMON 24/600ML
744886328826,JARRITOS TAMARINDO 24/600ML
744886365050,JARRITOS TAMARINDO 8/2L
744886318827,JARRITOS TUTI-FRUTI 24/600ML
7501055303793,MANZANA LIFT CLASICA 600ml
7501055302345,MANZANA LIFT CLASICA LATA 355ml
744886193059,SIDRAL AGA 8/2L
744886195237,SIDRAL AGA DE MANZANA 24/600ML
7501055305636,SPRITE 12/1L
7501055305629,SPRITE 600ml
7501055300341,SPRITE LATA 355ml
7501071120183,SQUIRT 24/600ML
744886225231,ZUBA 24/600ML
7501055311422,SPRITE ZERO LATA 355ML
34587030013,SAL LA FINA 25/1KG
7501118342103,SAL MARINA SOL 25/1KG
7501118340116,SAL SOL EN SALERO 24/100G
7501118342110,SAL SOL MARINA 20/1K
738545010016,SALSA BOTANERA CLASICA 12/1L
7501017006083,SALSA CATSUP LA COSTEÑA 20/220G
738545010559,SALSA LA BOTANERA 12/1.5KG
738545010726,SALSA MEGA BOTANERA GALON 6/4L
7501017003600,SALSA PICANTE BOTANERA LA COSTEÑA 12/1000ML
7501017003044,SALSA PICANTE LA COSTEÑA 12/1000ML
97339000030,SALSA VALENTINA E/AMAR 12/1L
97339000054,SALSA VALENTINA E/AMAR 24/370ML
97339000047,SALSA VALENTINA E/NEGRA 12/1L
97339000061,SALSA VALENTINA E/NEGRA 24/370ML
7501047600459,ARROZ MEXICA 10/1K
7501047600206,ARROZ MORELOS TRADICIONAL 25/1K
7501046002032,ARROZ SOS TIPO MORELOS 12/1K
7501046001219,ARROZ SOS TIPO MORELOS INTEGRAL 12/1K
7501111109017,ARROZ SUPER EXTRA PRIMA 1K
7503000275001,FRIJOL LA JOYA FLOR DE MAYO 10/1K
7501089050007,LENTEJA CAMPO FLORIDO 10/1K
7501017379095,SERVILLETA FANCY12/500
823703800469,SERVILLETA MAXIMA 48/125
823703800339,SERVILLETA MAXIMA 500 12/500
823703800452,SERVILLETA MAXIMA CUADRADA 12/500
7501007704500,SERVILLETA PETALO 12/500
7501006720044,SERVILLETAS CHEFF 125S/48
7501017379040,SERVILLETAS FANCY 125S/48
7501007704302,SERVILLETAS PETALO 125S/48
7501007704005,SERVILLETAS PETALO 24/250S
7501001168971,PANTENE PRO-V CUIDADO CLASICO 12/400ML
7501001165277,PANTENE PRO-V LISO Y SEDOSO 2EN1 12/400ML
7501001165338,PANTENE PRO-V RIZOS DEFINIDOS 2EN1 12/400ML
7509546027012,SHAMPOO CAPRICE NATURALS HERBAL 12/400ML
7590002008898,SHAMPOO HEAD&SHOULDERS LIMPIEZA RENOVADORA 24/10ML
7501035919129,SHAMPOO PALMOLIVE OPTIMS 2 EN UNO #4 12/400ML
7509546027005,SHAMPOO CAPRICE NATURALS MANZANA 12/400ML
7501035910256,SHAMPOO SOBRE PALMOLIVE OPTIMS #4 24/10ML
7501839105216,SHAMPOO FRUCTIS GARNIER NORMAL 12/380G
7501001351229,SHAMPOO HEAD&SHOULDERS 400ML
7501001165215,SHAMPOO PANTENE CLASICO SOBRE 24/10ML
823703600014,SHAMPOO YUVE HERBAL 12/490
823703600052,SHAMPOO YUVE MANZANILLA 12/400
7501005105897,ARROZ A LA MEXICANA KNOR 12/160G
7501005105873,ARROZ A LA POBLANA KNOR 12/160G
7501018310578,SOPA DE PASTA LA MODERNA CARACOL#3 20/200G
7501018310745,SOPA DE PASTA LA MODERNA ALMEJA 20/200G
7501018310554,SOPA DE PASTA LA MODERNA CARACOL #1 20/200G
7501018310561,SOPA DE PASTA LA MODERNA CARACOL#2 20/200G
7501018310516,SOPA DE PASTA LA MODERNA CODO#1 20/200G
7501018310523,SOPA DE PASTA LA MODERNA CODO#2 20/200G
7501018310530,SOPA DE PASTA LA MODERNA CODO#3 20/200G
7501018310547,SOPA DE PASTA LA MODERNA CODO#4 20/200G
7501018310738,SOPA DE PASTA LA MODERNA CORBATA 20/200G
7501018310219,SOPA DE PASTA LA MODERNA CORONA 20/200G
7501018310585,SOPA DE PASTA LA MODERNA ENGRANE 20/200G
7501018310318,SOPA DE PASTA LA MODERNA ESTRELLA 20/200G
7501018310035,SOPA DE PASTA LA MODERNA FIDEO #2 20/200G
7501018310011,SOPA DE PASTA LA MODERNA FIDEO#0 20/200G
7501018310028,SOPA DE PASTA LA MODERNA FIDEO#1 20/200G
7501018310769,SOPA DE PASTA LA MODERNA HONGO 20/200G
7501018310233,SOPA DE PASTA LA MODERNA LENGUA 20/200G
7501018310257,SOPA DE PASTA LA MODERNA LETRA 20/200G
7501018310097,SOPA DE PASTA LA MODERNA MACARRON 20/200G
7501018310110,SOPA DE PASTA LA MODERNA MACARRON LARGO 20/200G
7501018310752,SOPA DE PASTA LA MODERNA MOÑITO 20/200G
7501018310721,SOPA DE PASTA LA MODERNA MOÑO 20/200G
7501018310264,SOPA DE PASTA LA MODERNA MUNICION 20/200G
7501018310240,SOPA DE PASTA LA MODERNA OJITO 20/200G
7501018310608,SOPA DE PASTA LA MODERNA PLUMA 20/200G
7501018310776,SOPA DE PASTA LA MODERNA SOMBRERO 20/200G
7501018310103,SOPA DE PASTA LA MODERNA SPAGHETTI 20/200G
7501018310042,SOPA DE PASTA LA MODERNA TALLARIN#1 20/200G
7501018310592,SOPA DE PASTA LA MODERNA TORNILLO 20/200G
7501005129947,SOPA ESTRELLAS KNOR 12/95G
7501005129930,SOPA FIDEOS CON POLLO KNOR 12/95G
7501005129923,SOPA FIDEOS KNOR 12/95G
7501017041206,CREMA DE ELOTE LA COSTEÑA 12/420
7501017041213,CREMA DE ESPARRAGOS LA COSTEÑA 12/420ML
7501017041183,CREMA LA COSTEÑA DE CHILE POBLANO 12/420ML
41789001864,SOPA INSTANTANEA MARUCHAN CAM LIMON Y HABANERO 12/64G
41789001987,SOPA INSTANTANEA MARUCHAN CON CAM Y CHILE PIQUIN 12/64G
41789001956,SOPA INSTANTANEA MARUCHAN CON CAMARON 12/64G
41789001918,SOPA INSTANTANEA MARUCHAN CON POLLO 12/64G
41789001925,SOPA INSTANTANEA MARUCHAN RES 12/64G
7501001155841,DOWNY LIBRE ENJUAGUE FLORAL 12/850ML
7501035903029,SUANIZANTE SUAVITEL FRESCA PRIMAVERA 12/1L
7509546017808,SUAVISANTE SUAVITEL 24/450ML F.PRIMAVERA
7501001118785,SUAVIZANTE DOWNY FLORAL 12/1L
7501001155834,SUAVIZANTE DOWNY LIBRE ENJUAGUE FLORAL 12/450ML
7501035903159,SUAVIZANTE SUAVITEL AROMA BABY 12/1L
7501035903104,SUAVIZANTE SUAVITEL AROMA DE SOL 12/1L
7501035903234,SUAVIZANTE SUAVITEL FRESCA PRIMAVERA 4P/3L
7509546007762,SUAVIZANTE SUAVITEL FRESCURA DE ALOE 12/1L
12005600000,SUAVIZANTE SUAZUL 12/1L
7503006995040,TE DE LIMON LAGGS 24/1.5G
7503006995002,TE DE MANZANILLA LAGS 24/1G
7501040491535,TE DR BONIN DIABETES 15/1.3G
7501040491504,TE DR BONIN GRIPE 15/1.3G
7501040490873,TE LAGGS MANZANA CANELA 25/1.5G
7501040491658,TE LAGGS SEVILLANA 12 FLORES 30/1G
7501040491337,TE LAGGS SURTIDO 30/1G
7501001172671,ALWAYS FRESH NORMAL CON ALAS 8/10
7501017364558,KOTEX FREE &SOFT NOCTURNA C/ALAS 16/10
7501943431140,PANTIPROTECTORES DIARIOS KOTEX FREE&SOFT 24/44
7790073034257,TOALLA SANITARIA ALWAYS FLEXI ALAS 10/10
7501943420236,TOALLA SANITARIA KOTEX CONTROL ANATOMICA C ALAS 10/8
7501943420168,TOALLA SANITARIA KOTEX CONTROL ANATOMICA S/ALAS 10/8T
7501943421141,TOALLA SANITARIA KOTEX CONTROL NOCTURNA C/ALAS 8/10T
7501017360789,TOALLA SANITARIA KOTEX F&S ANATOMICA C/ALAS 16/10T
7501001157296,TOALLA SANITARIA NATURELLA F MOD CON ALAS 8/10
7501001158439,TOALLA SANITARIA NATURELLA F.MOD. S/A 10/10
7501001405335,TOALLA SANITARIA NATURELLA NOCTURNA C/ALAS10/10
7501007467481,TOALLA SANITARIA NATURELLA ULTRA FINA CON ALAS 6/10
7501019006371,TOALLA SANITARIA SABA INVISIBLE C/A 16/10
7501000144778,TOSTADAS ONDULADAS MILPA REAL 20p/240g
7501000157075,TOSTADAS ONDULADAS MILPA REAL 30p/360gr
658480001163,TOSTADAS SANISSIMO 1P
744831100613,CIRIO #500 LUZ ETERNA
744831160457,VELADORA ECOLOGICA MILENIO
744831160532,VELADORA ECOLOGICA SIGLO 1/12
7501102212511,VELADORA FAROLITO #5 /40V
744831100750,VELAS SATURNO 12/16P
7501083100029,VINAGRE DE ALCOHOL DE CAÑA BARRILITO BLANCO 12/750ML
7501083100067,VINAGRE DE ALCOHOL DE CAÑA BARRILITO BLANCO 4/4L
7501083100012,VINAGRE DE ALCOHOL DE CAÑA COLOR BARRILITO 12/750ML
7501083100050,VINAGRE DE ALCOHOL DE CAÑA COLOR BARRILITO4/4L
7501017002115,VINAGRE DE ALCOHOL DE CAÑA LA COSTEÑA 4/3750ML
7501043706407,ANIS MICO 12/1L
7501003631046,BEBIDA CARIBE COOLER DZNO 24/300ML
744607840804,BEBIDA PREPARADA NEW MIX VERDE JIMADOR 24/350ML
7501053670637,BEBIDA VIÑA REAL DZNO 24/330ML
7501003692986,BRADY DON PEDRO 12/1L
7501003692931,BRANDY DON PEDRO 12/750ML
75001667,BRANDY DON PEDRO 18/500ML
7501003692948,BRANDY DON PEDRO 6/1.75L
8410024001549,BRANDY FUNDADOR 12/700ML
7501003692443,BRANDY PRESIDENTE 12/1L
7501003692436,BRANDY PRESIDENTE 12/750ML
7501003692429,BRANDY PRESIDENTE 18/500ML
7501003693372,BRANDY PRESIDENTE 6/1.75ML
7501003693389,BRANDY PRESIDENTE CLASICO 24/200ML
7501003603081,BRANDY SOLERA AZTECA DE ORO 12/700ML
8410162011028,BRANDY TERRY CENTENARIO 12/700ML
8410113000071,BRANDY TORRES 10 12/700ML
7501064113024,CERVEZA CORONA FAMILIAR 12/940ML
7501064192173,CERVEZA ESTRELLA 24/325ML
7501061622246,CERVEZA INDIO CAGUAMA 12/940ML
75019983,CERVEZA SOL BRAVA 12/1200ML
7501049917302,CERVEZA SOL CAGUAMA 12/940ML
7501049917500,CERVEZA SOL LATA 24/340ML
75002459,CERVEZA TECATE LATA 24/355ML
80432403730,COGNAC MARTELL V.S.O.P 12/700ML
7501043703505,JEREZ TRES CORONAS 4/4L
7503002443088,MEZCAL DEL SUR 12/960ML
7501787811726,MEZCAL MAGUEYAZO 12/940ML
7501787811733,MEZCAL MAGUEYAZO 24/430ML
7501787811559,MEZCAL MEZCALAZO 12/940ML
7501787811573,MEZCALAZO 24/430ML
749787500012,PROM TEQUILA CABRITO REPOSADO 6/1L C/BOT 375ML
744607049924,PROM TEQUILA JIMADOR REP.12/950ML+2SQUIRT
7501022899113,ROMPOPE CORONADO VAINILLA 12/1L
7501035030107,ROMPOPE SANTA CLARA 12/1L
7501008611203,RON BACARDI AÑEJO 12/1L
7501008611135,RON BACARDI AÑEJO 12/750ML
7501008611043,RON BACARDI AÑEJO 24/200ML
7501008613122,RON BACARDI BLANCO 12/680ML
7501008613146,RON BACARDI BLANCO 12/980ML
7501008613047,RON BACARDI BLANCO 24/200ML
7501008613078,RON BACARDI BLANCO 24/375ML
7501005600606,TEQUILA 100 AÑOS 12/750ML
708547001206,TEQUILA 30-30 REPOSADO 12/1L
708547002203,TEQUILA 30-30 REPOSADO 12/700ML
7502214400087,TEQUILA CARDENAL 12/1L
698450559003,TEQUILA CASCO VIEJO CON PACHITA 1/9
7501171600011,TEQUILA CAZADORES REPOSADO 12/1L
7501171600028,TEQUILA CAZADORES REPOSADO 12/750ML
7503000677027,TEQUILA CORRALEJO REPOSADO 12/1L
7502214400056,TEQUILA DESTILADO EL COMPADRE 12/700ML
7503001506876,TEQUILA DESTILADO RANCHO ESCONDIDO 750ML/12
674545000049,TEQUILA DON JULIO REPOSADO 12/750ML
744607002806,TEQUILA HERRADURA REPOSADO 12/950ML
7501035012028,TEQUILA JOSE CUERVO TRADICIONAL 12/695ML
7501035012035,TEQUILA JOSE CUERVO TRADICIONAL 12/950ML
7501814009560,TEQUILA MEXICO VIEJO REPOSADO 12/1L
744607049801,TEQUILA REPOSADO EL JIMADOR 12/950ML
750175102015,TEQUILA SAN MATIAS 12/1L
7501005600767,TEQUILA SAUZA AÑEJO CONMEMORATIVO 12/1L
7501005600743,TEQUILA SAUZA HORNITOS REPOSADO 12/1L
698450311007,TEQUILA TAHONA JOVEN 12/750ML
7501053090114,TEQUILA VIUDA DE ROMERO 12/1L
7501035015067,VODKA OSO NEGRO 24/250ML
7501048811113,VODKA SMIRNOFF 12/1L
50196388,WHISKY BUCHANAN´S 12/750ML
87000004092,WHISKY CHIVAS REGAL 12/750ML
9700041000201,MAYONESA MC.CORMICK C/L NO. 8 3/ 190 GR 190 GR /3
7501003334312,MAYONESA MC.CORMICK P/E NO. 4 110 GR /24
7501003334329,MAYONESA MC.CORMICK P/E NO. 8 210 GR /24
7501003334343,MAYONESA MC.CORMICK P/ENSALADA NO.32 850 GR /12
7501003334367,ADEREZO MC.CORMICK INSTITUCIONAL 3800 GR /4
7501003335227,MOSTAZA MC.CORMICK INSTITUCIONAL 3850 GR /4
7501003335036,MOSTAZA MC.CORMICK NO.16 430 GR /12
9700041002901,ANEJO LOS REYES 940 ML /1
7501059904019,ADEREZO BACHI 3880 GR /4
7501003336163,MERMELADA MC.CORMICK FRESA NO.32 1090 KG /12
7501003300034,MAYONESA MC.CORMICK JUGO DE LIMON REDUCIDA GRASA 390 GR /12
7501003334534,MAYONESA MC.CORMICK CON CHILE 410 GR /12
7501003309044,MAY MCCORMICK LIGHT+ATUN HERDEZ130G 414 GR /12
7501052474021,MERMELADA CLEMENTE JACQUES FRESA 1000 GR /12
7501017002337,MAYONESA LA COSTENA C/LIMON 3600 GR /4
7501017003297,MAYONESA LA COSTENA C/LIMON 790 GR /12
7501003336323,MERMELADA MC.CORMICK PINA NO.8 270 GR /24
7501003336354,MERMELADA MC.CORMICK PINA NO.16 550 GR /12
7501005151979,MAYONESA HELLMANN’S “PET” 790 GR /12
7501005115872,MAYONESA BEST FOODS N#8 217 GR /24
7501005103077,MAYONESA BEST FOODS N#16 433 GR /12
7501005151931,MAYONESA HELLMANN S “PET” 105 GR /24
7501006537987,MERMELADA DEL MONTE PINA 270 GR /24
7501003340221,MAYONESA MC.CORMICK C/L LIGHT NO.8 207 GR /24
7501003340245,MAYONESA MC.CORMICK C/L LIGHT NO.32 850 GR /12
742873303818,CAJETA LA NANTESANA 300 GR /24
7501003342287,MAYONESA MC.CORMICK C/L LIGHT SQUEEZ 350 GR /12
7501003334459,MAYONESA MC.CORMICK P/E SQUEEZ 350 GR /12
7501052470030,ADEREZO ITALIANA CLEMENTE JACQUES 237 ML /12
7501052470061,ADEREZO MIL ISLAS CLEMENTE JACQUES 237 ML /12
7501052470016,ADEREZO CESAR CLEMENTE JACQUES 237 ML /12
7501052470085,ADEREZO RANCH CLEMENTE JACQUES 237 ML /12
7501017041541,MAYONESA LA COSTENA CON CHIPOTLE 390 GR /12
75012205,MAYONESA KRAFT C/LIMON CHICA 195 GR /24 50171800
75012212,MAYONESA KRAFT C/LIMON GRANDE 350 GR /12 50171800
75012229,MAYONESA KRAFT C/LIMON 685 GR /12 50171800
7501005152006,MAYONESA HELLMANN S LIGHT 395 GR /12
7501024200467,MAYONESA HELLMANS 1900 GR /4
7501003335128,MOSTAZA MC.CORMICK DOSIFICADOR NO.8 260 GR /24
738545010801,MAYONESA MEGA SUPREMA 3570 ML /6
7501052470047,ADEREZO ITALIANA CLEMENTE JACKES 710 ML /6
7501052470214,ADEREZO ITALIANA CLEMENTE JACKES 473 UD /12
7501052470023,ADEREZO CESAR CLEMENTE JACKES 710 ML /6
7501052470207,ADEREZO CESAR CLEMENTE JACKES 473 ML /12
7501052470078,ADEREZO MIL ISLAS CLEMENTE JACKES 710 UD /6
7501052470221,ADEREZO MIL ISLAS CLEMENTE JACKES 473 UD /12
7501052470092,ADEREZO RANCH CLEMENTE JACKES 710 ML /6
7501052470238,ADEREZO RANCH CLEMENTE JACKES 473 ML /12
7501005119009,MAYONESA HELLMANNS PET 30% GRATIS 390 GR /12
875010058979,MAYONESA HELLMANN´S 20% MAS 190 GR /24
7501003334558,MAYONESA MC.CORMICK CON CHIPOTLES NO 16 410 GR /12
7501003335104,MOSTAZA MC.CORMICK SQUEZZE 360 GR /12
608875008154,MAYONESA HEINZ C/JUGO LIMON DOY PACK 190 GR /24
7501003336651,MERMELADA MC.CORMICK ZARZAMORA 16 550 GR /12
7501052470504,ADEREZO CESAR LIGHT CLEMENTE JACQUES 237 ML /12
7501052470528,ADEREZO MIL ISLAS LIGHT CLEMENTE JACQUES 237 ML /12
7501052470535,ADEREZO RANCH LIGHT CLEMENTE JACQUES 237 ML /12
7501052470054,ADEREZO ITALIANA LIGHT CLEMENTE JACQUES 237 ML /12
9700041022301,MOSTAZA FRENCH’S CLASICA 170 GR /3
7502211237822,MAYONESA HEINZ C/JUGO LIMON 390 GR /24
7502211237648,MOSTAZA HEINZ DOYPACK 368 GR /12
9700041023201,MAYONESA HEINZ C/LIM DOY PACK 100GR 10 PZ /6
7501017043217,MAYONESA LA COSTENA REDUC GRASA OVAL 385 GR /12
7501017051311,MAYONESA LA COSTENA REDUC GRASA OVAL 190 GR /12
9700041023600,MOSTAZA BACHI 950 GR /8
7501017041848,MAYONESA C/L LA COSTENA BONUS 500 GR /12
10041000006286,ADEREZO WISH BONE ITALIAN 237 ML /12
9700041024400,ADEREZO BACHI MAYONESA 950 GR /8
7501003303400,ADEREZ MCCORMICK MAYON P/ENSAL 20% MAS 504 GR /12
757528006150,CAJETA YOPI QUEMADA 300 GR /25
4150085028,MOSTAZA FRENCH CLASICA 226 GR /20
7501005119504,MAYONESA IBERIA 790 GR /12
7501005114103,ADEREZO HELLMANNS MIL ISLAS 3700 ML /4
7501005114004,ADEREZO HELLMANS RANCH 3700 ML /4
7501005121712,MAYONESA HELLMANNS LIGHT 3800 GR /4
7501005111126,MAYONESA HELLMANS REAL 1900 GR /4
7501005111133,MAYONESA HELLMANNS REAL 3800 GR /4
7501005110808,MAYONESA HELLMANNS CUBETA 13 KG /1
7501005111393,MAYONESA HELLMANNS REAL CON VALVULA 3 KG /4
7501005111409,MAYONESA HELLMANNS BOLSA S/VALVULA 3 KG /4
10051500038106,MERMELADA SMUCKERS FRESA 510 GR /12
10051500038076,MERMELADA SMUCKERS ZARZAMORA 510 GR /12
10051500038090,MERMELADA SMUCKERS FRAMBUESA 510 GR /12
10051500038069,MERMELADA SMUCKERS CHABACANO 510 GR /12
10051500038113,MERMELADA SMUCKERS NARANJA 510 GR /12
10051500038427,MERMELADA SMUCKERS JALEA DE UVA 510 GR /12
100515000496654,MERMELADA SMUCKERS MANZANA CANELA 510 GR /12
7501003306784,MAYONESA MC.CORMICK C/L REDUC GRASA 190 GR /24
7501003306234,MAYONESA ADEREZO MC.CORMICK P/ENSALADA 775 GR /12
7506306307940,HELLMANNS MAY REAL+LIMON 370 GR /12
7501017043378,MAYONESA LA COSTENA REAL OVAL 390 GR /12
7501003310194,MAYONESA MCCORMICK C/LIM+MAY CHIPOT110 390 GR /6
7501003309792,MOSTAZA MC.CORMICK SQUEEZE+10%GRATIS 263 GR /24
7501017055555,MOSTAZA FRENCH’S CLAS+CATSUP COSTENA220 226 GR /14
7501003310361,MAY.MCCORMICK LIGHT C/L+ENSAL LEG400G 414 GR /10
7501003310491,MOSTAZA MCCORMICK+MAYONESA MCC 105GR 430 GR /6
7501017035106,MAYONESA LA COSTENA C/LIM+RAJAS 105G 385 GR /12
7501003311139,MAY MMCORMICK #16 C/LIM +MAY HAB 110G 390 GR /6
7501003303394,MAYONESA MCCORMICK C/L NO. 8+20% GRAT 228 GR /24
7501017004430,MAY LA COSTENA C/LIMON +RAJAS 220GR 385 GR /12
7506306311510,MAYONESA HELLMANN’S REDUC EN GRASA 390 GR /12
7506306311527,MAYONESA HELLMANN’S REDUC EN GRASA 190 GR /24
7506306311558,MAYONESA HELLMANN’S RECETA CASERA 370 GR /12
7506306206397,MAYONESA HELLMANN’S RECETA CASERA 170 GR /24
608875008161,MAYONESA HEINZ C/JUGO LIMON DOY PACK 340 GR /24
608875008062,MAYONESA HEINZ C/JUGO LIMON 170 GR /24
608875008710,MAYONEZA HEINZ 3/170GR+ATUN 140GR GRAT 1 UD /5
7501017041947,MAY LA COSTENA C/LIMON + ELOTE 220GR 385 GR /12
7501017044221,MAY LA COSTENA C/LIM+SALSA MEXIC 220GR 385 GR /12
7501008485378,TABCIN EFERVECENTE 60 UD /1
7501008496152,ASPIRINA ADULTO 100 UD /1
7501008433515,TAB CAFIASPIRINA ADULTO 100 UD /1
9700042001201,VICK VAPORUB 40 UD /1
27501008443037,ALKA-SELTZER 12 PZ /150
7501008443033,ALKA-SELTZER 12 PZ /1
27501008491960,TABLETAS ASPIRINA 500MG 40 TA /120
7501008496725,ASPIRINA EFERVECENTE 60 UD /1
7501050624008,TALCO MEXSANA 80 GR /12
7501050624022,TALCO MEXSANA 160 GR /12
7501102630018,PLASTI LOKA 1 UD /10
7501008485316,TABLETAS EFERVECENTES TABCIN 12 PZ /150
7502214980152,PRESERVATIVO PRUDENCE MIXTO 5 PZ /48
7590002012468,VICK VAPORUB TRADICONAL UNGUENTO 50 GR /96
7502214980787,PRESERVATIVO PRUDENCE 3 PZ /24
7501380700410,ALCOHOL LOS ANGELES 96° 450 ML /24
7501380700472,ALCOHOL LOS ANGELES 96° 230 ML /24
7501119500366,MICRODYN 15 ML 12 PZ /25
7501119500489,MICRODYN 15 ML 12 PZ /1
7501020680225,AGUA OXIGENADA ZUUM 36X185ML &+ 185 ML /36
7501020680034,ALCOHOL ZUUM DESNATURALIZADO 36X185ML &+ 185 ML /36
7501287630926,ALGODON ZUUM FINESS24X200G 200 GR /24
7501020612042,ALGODON ZUUM PLISADO 200 GR /20
7501020612035,ALGODON ZUUM PLISADO30X100G&+ 100 GR /30
7503000142143,ALCOHOL LAS CANITAS 120 ML /48
7503000142136,ALCOHOL LAS CANITAS 225 ML /36
7503000142129,ALCOHOL LAS CANITAS 435 ML /24
7503000142112,ALCOHOL LAS CANITAS 920 ML /12
7501020627022,APLICADOR ZUUM REGULAR C/300 36X1PZA &+ 1 PZ /36
7501001155209,PEPTO BISMOL TABLETAS 24 UD /1
7501098603867,CAPSULAS LOSEC A 20 20MG C/14 14 CA /10
7501001246730,VICK VAPORUB 12 UD /1
83044912,PEPTOBISMOL 118 ML /12 51171500
7501098603850,CAPSULAS LOSEC A 20 20MG C/7 1 PZ /1
7501102631404,PLASTI LOKA AZUL SUPER RAPIDA 1 UD /10
7501095451096,SAL DE UVAS PICOT 10 SO /24
7501119500076,MICRODYN 500 ML /30
7501119500069,MICRODYN 1 LT /20
7501032907594,REPELENTE AUTAN LOCION 100 ML /24
7702136645027,CURITAS CURE BAND 100 UD /100
80611895,VICKPYRENA 12 UD /10 51161800
7501001168896,VICKPYRENA 12 UD /1
17501095452502,TEMPRA FORTE ADULTO TABLETAS 650MG 24 TA /90
7501095452505,TEMPRA FORTE ADULTO TAB 650MG 24 TA /1
7501192600298,ALGODON PLISADO DALUX 50 GR /100
7501192600953,COTONETES DALUX CAJA 200 PZ /24
17501095452175,TEMPRA ADULTO TABLETAS 500 MG 20 TA /90
7501095452178,TEMPRA INFANTIL MASTICABLE 80MG 30 TA /90
7503009944311,PERLAS DE MIEL HORUS 50 GR /1
7501008485033,CAPSULAS TABCIN NOCHE C/12 12 PZ /1
7501008485057,TABLETAS TABCIN ACTIVE C/12 12 PZ /1
7501095452208,TABLETAS TEMPRA 160MG UVA MAST C/30 1 PZ /1
17501058792003,TEMPRA FORTE 2PACK + 1 BOOST 3 PZ /26
7501058792006,TEMPRA FORTE 2PACK + 1 BOOST 3 PZ /1
7501095452130,JARABE TEMPRA INF 120ML 1 PZ /1
7501001116187,JARABE VICK 44 INF 120ML 120 ML /48
7501535300151,TABLETAS XL3 ANTIGRIPAL C/4 TAB 25 UD /5
650240017186,TABLETAS XL3 ANTIGRIPAL C/4 25 UD /1
9700042089801,COTONETES JONSHON CAJA 54 PZ /6
7501318691995,TABLETAS ASPIRINA PROTEC 100MG CPR C/30 1 PZ /1
7503009586344,ALCOHOL MORELENSE ETILICO S/DESNAT 96° 20 LT /1
759684273063,COTONETES JALOMA TARRO C/100 100 PZ /30
7506295356752,VICK DROPS PASTILLA CEREZA TIRA 8 PZ /30
7506339313420,VICK DROPS PASTILLA CEREZA TIRA 8 PZ /1
7501020680218,AGUA OXIGENADA ZUUM 24X420ML+ 420 ML /24
7501020680232,AGUA OXIGENADA ZUUM 110 ML /48
759684471056,VENDA ELASTICA JALOMA 240X5CM& 5 CM /240
759684471155,VENDA ELASTICA JALOMA 120X10CM& 10 CM /120
759684471308,VENDA ELASTICA JALOMA 45X30CM& 30 CM /45
759684391255,POMADA P/LABIOS JALOMA VITRO 18X60 60 PZ /18
759684076206,ALGODON JALOMA 70X100G& 100 GR /70
7503000821116,ALCOHOL PITICO ETILICO 70? 1 LT /12
7503000821123,ALCOHOL PITICO ETILICO 70? 450 ML /24
7503000821130,ALCOHOL PITICO ETILICO 70? 230 ML /24
7503000821147,ALCOHOL PITICO ETILICO 70? 110 ML /48
7503000821192,ALCOHOL JUQUILA ETILICO 70° 1 LT /12
7503000821208,ALCOHOL JUQUILA ETILICO 70° 450 ML /24
7503000821215,ALCOHOL JUQUILA ETILICO 70° 230 ML /24
7503000821222,ALCOHOL JUQUILA ETILICO 70° 110 ML /48
7590002037843,VICK PYRENA C/5 SOBRES 6 UD /4
7506163701530,ALCOHOL S.L. ETILICO 96° 500 ML /24
7506163701547,ALCOHOL S.L. ETILICO 96° 250 ML /36
7506163701523,ALCOHOL S.L. ETILICO 96° 1 LT /12
7501041941923,TEMPRA FORTE DISPENSADOR 650 MG 10 PZ /50
7501058781901,TEMPRA FORTE DISP 650 MG 10 PZ /1
75050160,VIDA RUB LATA 12 GR 20 PZ /24 51161800
7506163702575,VIDA RUB LATA 12 GR 20 PZ /1
7506163702582,VIDA RUB TARRO 50 GR 12 PZ /8
7506163702599,VIDA RUB TARRO 100 GR 6 PZ /8
7503020529337,ALCOHOL VENECIA ETILICO 125 ML /48
7503020529344,ALCOHOL VENECIA ETILICO 250 ML /36
7503020529351,ALCOHOL VENECIA ETILICO 500 ML /24
7503020529283,ALCOHOL VENECIA ETILICO 1 LT /12
650240029554,PRESERVATIVO UP´S NATURAL 3 PZ /1
7501020670356,GEL ANTIBACTERIAL ZUUM KLIN 60 ML /48
650240029547,PRESERVATIVO UP´S TEXTURIZADO 3 PZ /1
7501020670325,ALCOHOL ZUUM EN GEL 250 ML /24
7502249012002,GEL ASTROCLEAN ANTIBACTERIAL 60 ML 12 PZ /24
759684231551,GASA JALOMA GRANDE 100 UD /36
17501108767524,CAPSULAS ADVIL MAX 400MG 10 PZ /24
